"Alue","Talotyyppi","Yhteensä 1993","Yhteensä 1994","Yhteensä 1995","Yhteensä 1996","Yhteensä 1997","Yhteensä 1998","Yhteensä 1999","Yhteensä 2000","Yhteensä 2001","Yhteensä 2002","Yhteensä 2003","Yhteensä 2004","Yhteensä 2005","Yhteensä 2006","Yhteensä 2007","Yhteensä 2008","Yhteensä 2009","Yhteensä 2010","Yhteensä 2011","Yhteensä 2012","Yhteensä 2013","Yhteensä 2014","Yhteensä 2015","Yhteensä 2016","Yhteensä 2017","Yhteensä 2018","Yhteensä 2019","Yhteensä 2020","1-2 1993","1-2 1994","1-2 1995","1-2 1996","1-2 1997","1-2 1998","1-2 1999","1-2 2000","1-2 2001","1-2 2002","1-2 2003","1-2 2004","1-2 2005","1-2 2006","1-2 2007","1-2 2008","1-2 2009","1-2 2010","1-2 2011","1-2 2012","1-2 2013","1-2 2014","1-2 2015","1-2 2016","1-2 2017","1-2 2018","1-2 2019","1-2 2020","3 1993","3 1994","3 1995","3 1996","3 1997","3 1998","3 1999","3 2000","3 2001","3 2002","3 2003","3 2004","3 2005","3 2006","3 2007","3 2008","3 2009","3 2010","3 2011","3 2012","3 2013","3 2014","3 2015","3 2016","3 2017","3 2018","3 2019","3 2020","4- 1993","4- 1994","4- 1995","4- 1996","4- 1997","4- 1998","4- 1999","4- 2000","4- 2001","4- 2002","4- 2003","4- 2004","4- 2005","4- 2006","4- 2007","4- 2008","4- 2009","4- 2010","4- 2011","4- 2012","4- 2013","4- 2014","4- 2015","4- 2016","4- 2017","4- 2018","4- 2019","4- 2020","Tuntematon 1993","Tuntematon 1994","Tuntematon 1995","Tuntematon 1996","Tuntematon 1997","Tuntematon 1998","Tuntematon 1999","Tuntematon 2000","Tuntematon 2001","Tuntematon 2002","Tuntematon 2003","Tuntematon 2004","Tuntematon 2005","Tuntematon 2006","Tuntematon 2007","Tuntematon 2008","Tuntematon 2009","Tuntematon 2010","Tuntematon 2011","Tuntematon 2012","Tuntematon 2013","Tuntematon 2014","Tuntematon 2015","Tuntematon 2016","Tuntematon 2017","Tuntematon 2018","Tuntematon 2019","Tuntematon 2020"
"Tanska","Yhteensä",2402550,2412671,2426503,2437255,2446967,2460608,2475587,2488972,2508539,2522725,2540908,2561306,2602015,2629020,2654333,2679679,2704815,2700437,2713724,2724149,2737575,2990238,3001474,3013586,3030918,3056724,3082611,3113345,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tanska","Pientalo",1411766,1416800,1424100,1430244,1436753,1446270,1456843,1466746,1479483,1489241,1500186,1512881,1535198,1548487,1563153,1577881,1593602,1588981,1596798,1603716,1610306,1617189,1621856,1628478,1635676,1642804,1649457,1660619,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tanska","Kerrostalo",969682,974614,979741,984346,987881,992100,996805,1000476,1007887,1012318,1019771,1027539,1045494,1055859,1066002,1076959,1086547,1088967,1095553,1099850,1107880,1077811,1083662,1089681,1099034,1112715,1128616,1146739,428114,432520,437807,443654,448008,451350,455120,457682,461829,464174,465922,465959,473338,474413,473867,472936,474683,532536,535830,538223,542350,509292,511670,514360,517797,522909,528328,534713,297600,299467,301843,304467,306449,307418,308506,309548,310959,312957,314621,316156,319138,321673,324306,327783,331040,352935,355068,356352,358929,360910,362676,364984,368714,373991,380477,387365,180762,181026,180983,181142,180974,180819,180597,180473,180817,180865,181369,181978,183472,184732,186029,187896,189758,203489,204650,205270,206597,207605,209314,210335,212521,215813,219809,224660,63206,61601,59108,55083,52450,52513,52582,52773,54282,54322,57859,63446,69546,75041,81800,88344,91066,7,5,5,4,4,2,2,2,2,2,1
